Record Length,2.500000e+03,,  -0.000021000000,   0.74000,
Sample Interval,1.000000e-07,,  -0.000020900000,   0.76000,
Trigger Point,2.100000000000e+02,,  -0.000020800000,   0.74000,
,,,  -0.000020700000,   0.78000,
,,,  -0.000020600000,   0.72000,
,,,  -0.000020500000,   0.76000,
Source,CH1,,  -0.000020400000,   0.76000,
Vertical Units,V,,  -0.000020300000,   0.74000,
Vertical Scale,5.000000e-01,,  -0.000020200000,   0.76000,
Vertical Offset,8.000000e-01,,  -0.000020100000,   0.72000,
Horizontal Units,s,,  -0.000020000000,   0.74000,
Horizontal Scale,2.500000e-05,,  -0.000019900000,   0.74000,
Pt Fmt,Y,,  -0.000019800000,   0.74000,
Yzero,0.000000e+00,,  -0.000019700000,   0.72000,
Probe Atten,1.000000e+00,,  -0.000019600000,   0.76000,
Model Number,TDS1001B,,  -0.000019500000,   0.76000,
Serial Number,C059812,,  -0.000019400000,   0.76000,
Firmware Version,FV:v22.01,,  -0.000019300000,   0.74000,
,,,-00.000019200000,   0.76000,
,,,-00.000019100000,   0.72000,
,,,-00.000019000000,   0.76000,
,,,-00.000018900000,   0.76000,
,,,-00.000018800000,   0.74000,
,,,-00.000018700000,   0.74000,
,,,-00.000018600000,   0.74000,
,,,-00.000018500000,   0.72000,
,,,-00.000018400000,   0.70000,
,,,-00.000018300000,   0.72000,
,,,-00.000018200000,   0.72000,
,,,-00.000018100000,   0.72000,
,,,-00.000018000000,   0.70000,
,,,-00.000017900000,   0.72000,
,,,-00.000017800000,   0.68000,
,,,-00.000017700000,   0.66000,
,,,-00.000017600000,   0.66000,
,,,-00.000017500000,   0.64000,
,,,-00.000017400000,   0.64000,
,,,-00.000017300000,   0.60000,
,,,-00.000017200000,   0.62000,
,,,-00.000017100000,   0.60000,
,,,-00.000017000000,   0.56000,
,,,-00.000016900000,   0.50000,
,,,-00.000016800000,   0.52000,
,,,-00.000016700000,   0.52000,
,,,-00.000016600000,   0.52000,
,,,-00.000016500000,   0.50000,
,,,-00.000016400000,   0.46000,
,,,-00.000016300000,   0.44000,
,,,-00.000016200000,   0.42000,
,,,-00.000016100000,   0.42000,
,,,-00.000016000000,   0.40000,
,,,-00.000015900000,   0.38000,
,,,-00.000015800000,   0.36000,
,,,-00.000015700000,   0.34000,
,,,-00.000015600000,   0.28000,
,,,-00.000015500000,   0.30000,
,,,-00.000015400000,   0.26000,
,,,-00.000015300000,   0.24000,
,,,-00.000015200000,   0.22000,
,,,-00.000015100000,   0.20000,
,,,-00.000015000000,   0.16000,
,,,-00.000014900000,   0.12000,
,,,-00.000014800000,   0.12000,
,,,-00.000014700000,   0.10000,
,,,-00.000014600000,   0.08000,
,,,-00.000014500000,   0.02000,
,,,-00.000014400000,   0.00000,
,,,-00.000014300000,  -0.02000,
,,,-00.000014200000,  -0.04000,
,,,-00.000014100000,  -0.06000,
,,,-00.000014000000,  -0.10000,
,,,-00.000013900000,  -0.14000,
,,,-00.000013800000,  -0.16000,
,,,-00.000013700000,  -0.22000,
,,,-00.000013600000,  -0.24000,
,,,-00.000013500000,  -0.26000,
,,,-00.000013400000,  -0.32000,
,,,-00.000013300000,  -0.34000,
,,,-00.000013200000,  -0.34000,
,,,-00.000013100000,  -0.36000,
,,,-00.000013000000,  -0.38000,
,,,-00.000012900000,  -0.46000,
,,,-00.000012800000,  -0.48000,
,,,-00.000012700000,  -0.52000,
,,,-00.000012600000,  -0.54000,
,,,-00.000012500000,  -0.56000,
,,,-00.000012400000,  -0.60000,
,,,-00.000012300000,  -0.62000,
,,,-00.000012200000,  -0.66000,
,,,-00.000012100000,  -0.70000,
,,,-00.000012000000,  -0.72000,
,,,-00.000011900000,  -0.76000,
,,,-00.000011800000,  -0.80000,
,,,-00.000011700000,  -0.84000,
,,,-00.000011600000,  -0.88000,
,,,-00.000011500000,  -0.90000,
,,,-00.000011400000,  -0.94000,
,,,-00.000011300000,  -1.00000,
,,,-00.000011200000,  -1.00000,
,,,-00.000011100000,  -1.02000,
,,,-00.000011000000,  -1.06000,
,,,-00.000010900000,  -1.12000,
,,,-00.000010800000,  -1.08000,
,,,-00.000010700000,  -1.16000,
,,,-00.000010600000,  -1.18000,
,,,-00.000010500000,  -1.20000,
,,,-00.000010400000,  -1.26000,
,,,-00.000010300000,  -1.26000,
,,,-00.000010200000,  -1.32000,
,,,-00.000010100000,  -1.36000,
,,,-00.000010000000,  -1.36000,
,,,-00.000009900000,  -1.40000,
,,,-00.000009800000,  -1.42000,
,,,-00.000009700000,  -1.44000,
,,,-00.000009600000,  -1.46000,
,,,-00.000009500000,  -1.52000,
,,,-00.000009400000,  -1.54000,
,,,-00.000009300000,  -1.56000,
,,,-00.000009200000,  -1.60000,
,,,-00.000009100000,  -1.60000,
,,,-00.000009000000,  -1.64000,
,,,-00.000008900000,  -1.68000,
,,,-00.000008800000,  -1.68000,
,,,-00.000008700000,  -1.72000,
,,,-00.000008600000,  -1.74000,
,,,-00.000008500000,  -1.76000,
,,,-00.000008400000,  -1.78000,
,,,-00.000008300000,  -1.80000,
,,,-00.000008200000,  -1.84000,
,,,-00.000008100000,  -1.86000,
,,,-00.000008000000,  -1.86000,
,,,-00.000007900000,  -1.90000,
,,,-00.000007800000,  -1.92000,
,,,-00.000007700000,  -1.94000,
,,,-00.000007600000,  -1.94000,
,,,-00.000007500000,  -1.98000,
,,,-00.000007400000,  -1.98000,
,,,-00.000007300000,  -2.02000,
,,,-00.000007200000,  -2.00000,
,,,-00.000007100000,  -2.04000,
,,,-00.000007000000,  -2.04000,
,,,-00.000006900000,  -2.06000,
,,,-00.000006800000,  -2.06000,
,,,-00.000006700000,  -2.08000,
,,,-00.000006600000,  -2.10000,
,,,-00.000006500000,  -2.12000,
,,,-00.000006400000,  -2.12000,
,,,-00.000006300000,  -2.12000,
,,,-00.000006200000,  -2.14000,
,,,-00.000006100000,  -2.16000,
,,,-00.000006000000,  -2.14000,
,,,-00.000005900000,  -2.16000,
,,,-00.000005800000,  -2.18000,
,,,-00.000005700000,  -2.20000,
,,,-00.000005600000,  -2.20000,
,,,-00.000005500000,  -2.18000,
,,,-00.000005400000,  -2.20000,
,,,-00.000005300000,  -2.24000,
,,,-00.000005200000,  -2.22000,
,,,-00.000005100000,  -2.22000,
,,,-00.000005000000,  -2.22000,
,,,-00.000004900000,  -2.20000,
,,,-00.000004800000,  -2.22000,
,,,-00.000004700000,  -2.22000,
,,,-00.000004600000,  -2.22000,
,,,-00.000004500000,  -2.22000,
,,,-00.000004400000,  -2.24000,
,,,-00.000004300000,  -2.22000,
,,,-00.000004200000,  -2.24000,
,,,-00.000004100000,  -2.20000,
,,,-00.000004000000,  -2.22000,
,,,-00.000003900000,  -2.20000,
,,,-00.000003800000,  -2.20000,
,,,-00.000003700000,  -2.16000,
,,,-00.000003600000,  -2.14000,
,,,-00.000003500000,  -2.18000,
